Text,is_rule,ID,metadata
The fan speed should be set to achieve the desired continuous flow rate.,1,197_UK_DocF_V1_Ventilation,
The index terminal flow rate should be set with the terminal fully open and all other terminals should be adjusted to achieve the required flows at each terminal.,1,198_UK_DocF_V1_Ventilation,
"If the total flow rate cannot be achieved through all the terminals, then the fan speed should be increased.",1,199_UK_DocF_V1_Ventilation,
"If all the terminals have to be set to a significantly closed position to achieve the required air flow rate, then the fan speed should be reduced and the terminals rebalanced.",1,200_UK_DocF_V1_Ventilation,
The fan should be set at a speed that will approximately achieve the desired continuous flow rate.,1,201_UK_DocF_V1_Ventilation,
The index terminal flow rate should be set with the terminal fully open and all other terminals should be adjusted to achieve the required flows at each terminal.,1,202_UK_DocF_V1_Ventilation,
"If the index terminal has to be set to a significantly closed position to achieve the required air flow rate, then the fan speed should be reduced and the terminals rebalanced.",1,203_UK_DocF_V1_Ventilation,
" For fixed terminals with flow adjustment by duct damper or a similar device at the fan unit, the guidance in subparagraphs (a) or (b) above should be followed, depending on the type of fan speed control.",0,204_UK_DocF_V1_Ventilation,
The fan speed should be set to achieve the desired continuous flow rate.,1,205_UK_DocF_V1_Ventilation,
The index terminal flow rate should be set with the terminal fully open and all other terminals should be adjusted to achieve the required flow rates at each terminal.,1,206_UK_DocF_V1_Ventilation,
"Care should be taken not to close the terminals too far, because the fan unit will always maintain a constant volumetric flow rate.",0,207_UK_DocF_V1_Ventilation,
"For fixed terminals with automatic flow adjustment at the fan unit, the fan speed should be set to achieve the desired continuous flow rate.",1,208_UK_DocF_V1_Ventilation,
Air flow rate testing.,0,209_UK_DocF_V1_Ventilation,
4.9  The air flow rate of all mechanical ventilation fans should be tested.,1,210_UK_DocF_V1_Ventilation,
A calibrated air flow device with a proprietary hood should be used to measure the air flow rates at each room terminal following the procedure detailed below.,0,211_UK_DocF_V1_Ventilation,
The design air flow rates should be determined in accordance with Table 1.2.,0,212_UK_DocF_V1_Ventilation,
Both of the following should be confirmed.,0,213_UK_DocF_V1_Ventilation,
Air flow measurements should be performed using an air flow device that complies with all of the following.,0,214_UK_DocF_V1_Ventilation,
The air flow for each extract/supply fan or terminal should be recorded in litres per second (l/s) on the commissioning sheet (see Part 3 of Appendix C).,0,215_UK_DocF_V1_Ventilation,
"If so, evidence should be provided to assure the building control body that the flow rate can be determined by following the manufacturers guidance.",0,216_UK_DocF_V1_Ventilation,
Controls.,0,217_UK_DocF_V1_Ventilation,
The correct operation of each control function should be tested where it is practical.,1,218_UK_DocF_V1_Ventilation,
Ventilation.,0,219_UK_DocF_V1_Ventilation,
controls should be inspected to ensure that the following have been achieved.,1,220_UK_DocF_V1_Ventilation,
"If manual controls are provided, clear and detailed instructions should be given to the occupier as part of the information package described in paragraphs 4.13 to 4.17.",0,221_UK_DocF_V1_Ventilation,
Operating and maintenance instructions.,0,222_UK_DocF_V1_Ventilation,
Sufficient information about the ventilation system and its maintenance requirements must be given to the building owner to allow the system to be operated effectively.,0,223_UK_DocF_V1_Ventilation,
"The information should be provided in a clear manner, for a nontechnical audience.",0,224_UK_DocF_V1_Ventilation,
A copy of the completed commissioning sheet in Appendix C should be given to the owner of the dwelling.,0,225_UK_DocF_V1_Ventilation,
"Information should also be provided to suggest when, and how, the system components should be cleaned and maintained.",0,226_UK_DocF_V1_Ventilation,
The following information should be provided where relevant.,0,227_UK_DocF_V1_Ventilation,
That background ventilators allow fresh air into the home and should be left open.,1,228_UK_DocF_V1_Ventilation,
e.  How cleaning and maintenance of the system and its components should be carried out.,0,229_UK_DocF_V1_Ventilation,
"f.  How to access ducts for cleaning, how to undertake cleaning of plant and ducts and the intervals at which cleaning should be undertaken.",0,230_UK_DocF_V1_Ventilation,
Home User Guide for new dwellings.,0,231_UK_DocF_V1_Ventilation,
"A Home User Guide should be provided for a new dwelling as described in Section 9 of Approved Document L, Volume 1: Dwellings.",0,232_UK_DocF_V1_Ventilation,
"Where the system provides more than one function, the owner should be informed of each separate function.",0,233_UK_DocF_V1_Ventilation,
Additional information for work in existing dwellings.,0,234_UK_DocF_V1_Ventilation,
"When new ventilation is installed in an existing dwelling, information about it should be provided to the building owner in accordance with paragraphs 4.13 to 4.17.",0,235_UK_DocF_V1_Ventilation,
Extract ventilation may be by natural means or by mechanical means (e.g.by an extract fan or a central system).,0,236_UK_DocF_V1_Ventilation,
A design air permeability lower than 5m3/(hm2) at 50Pa.,0,237_UK_DocF_V1_Ventilation,
An as-built air permeability lower than 3m3/(hm2) at 50Pa.,0,238_UK_DocF_V1_Ventilation,
"Material change of use Defined in regulation 5 as:  Where there is a change in the purposes for which or the circumstances in which a building is used, so that after that change: a. the building is used as a dwelling, where previously it was not;b.  the building contains a flat, where previously it did not; c.  the building is used as an hotel or a boarding house, where previously it was not; d.  the building is used as an institution, where previously it was not;e.  the building is used as a public building, where previously it was not;the building is not a building described in classes 1 to 6 in Schedule 2, where previously it g.  the building, which contains at least one dwelling, contains a greater or lesser number of dwellings than it did previously;h.  the building contains a room for residential purposes, where previously it did not;the building, which contains at least one room for residential purposes, contains a greater or lesser number of such rooms than it did previously;the building is used as a shop, where it previously was not; ork.  the building is a building described in regulation 7(4)(a), where previously it was not.",0,239_UK_DocF_V1_Ventilation,
"For the purposes of this approved document, natural ventilation refers to a ventilation strategy using background ventilators and intermittent extract ventilation.",0,240_UK_DocF_V1_Ventilation,
"Permanent opening An opening between rooms or floors that has no means of closing it, e.g. an openstairwell or two rooms that have been joined byremoving part of a wall.",0,241_UK_DocF_V1_Ventilation,
an openstairwell or two rooms that have been joined byremoving part of a wall.,0,242_UK_DocF_V1_Ventilation,
Purge ventilation may be provided by natural means (e.g. an openable window) or mechanical means (e.g. a fan).,1,243_UK_DocF_V1_Ventilation,
an openable window) ormechanical means (e.g.,0,244_UK_DocF_V1_Ventilation,
a fan).,0,245_UK_DocF_V1_Ventilation,
Ventilation The supply and removal of air (by natural and/or mechanical means) to and from a space or spaces in a building.,0,246_UK_DocF_V1_Ventilation,
"This ratio, in steadystate conditions, is numerically equal to the equilibrium relative humidity of the air, except that the latter is commonly expressed as a percentage.",0,247_UK_DocF_V1_Ventilation,
Performance criteria for dwellings.,0,248_UK_DocF_V1_Ventilation,
B2  The performance criterion for moisture is that there should be no visible mould on the inner surfaces of the external walls of a properly heated dwelling with typical moisture generation.,0,249_UK_DocF_V1_Ventilation,
"B3  Mould can grow whether the dwelling is occupied or unoccupied, so the performance criterion for humidity (given in Table B3) should be met at all times, regardless of whether there are occupants.",0,250_UK_DocF_V1_Ventilation,
"Even if the designer and builder choose to reduce volatile organic compound (VOC)  levels in dwellings by controlling them at source, the ventilation requirements must still be met.",0,251_UK_DocF_V1_Ventilation,
Public Health Englands Indoor Air Quality Guidelines for Selected Volatile Organic Compounds (VOCs) in the UK should be used.,0,252_UK_DocF_V1_Ventilation,
"For the purposes of this approved document, for all dwellings (both new and existing, where Part F applies), the moisture criteria are likely to be met if, during the colder months of the year, the moving average surface water activity of the internal surfaces of external walls is always less than the value in Table B2, evaluated over each moving average period.",0,253_UK_DocF_V1_Ventilation,
"B11  For new dwellings, for the purposes of this approved document, the moisture criteria in Table B2 is likely to be met if, during the colder months of the year, the moving average relative humidity in a room is always less than the value given in Table B3, evaluated over each moving average period.",0,254_UK_DocF_V1_Ventilation,
Checking design air flow rates against measured air  flow rates.,0,255_UK_DocF_V1_Ventilation,
"C2  Measured air flow rates for all fans should be recorded on Part 3: Commissioning details, as part of the commissioning procedures given in Section 4 of this approved document.",0,256_UK_DocF_V1_Ventilation,
The measured values should be compared with their respective design values to determine the following.,0,257_UK_DocF_V1_Ventilation,
"If the measured rate for each fan is equal to or greater than the design value, then the system meets the design standard.",0,258_UK_DocF_V1_Ventilation,
"If any measured value is lower than the design value, an adjustment should be made to correct the system.",0,259_UK_DocF_V1_Ventilation,
"If necessary, further adjustments should be made until all air flows match their design values.",0,260_UK_DocF_V1_Ventilation,
Demonstrating compliance.,0,261_UK_DocF_V1_Ventilation,
All three parts of the installation and commissioning checklist should be completed.,1,262_UK_DocF_V1_Ventilation,
The relevant sections of Parts 2 and 3 should be signed by a person who is both competent to install the system and responsible for installing and commissioning the system.,0,263_UK_DocF_V1_Ventilation,
The three-part form should be completed for each installation address.,1,264_UK_DocF_V1_Ventilation,
"A copy should be submitted to the building control body as evidence that the system has been correctly installed, inspected and commissioned.",1,265_UK_DocF_V1_Ventilation,
The relevant section of this checklist should be selected depending on the ventilation strategy selected.,0,266_UK_DocF_V1_Ventilation,
"NOTE: Although it may go beyond the standards of paragraph 3.6, following the checklist in Table D1 is considered to be an adequate means of demonstrating compliance with the minimum standards of requirement F1(1) as described in paragraph 3.6.",0,267_UK_DocF_V1_Ventilation,
"For emergency repairs, if it is not possible to notify the building control body in advance, the building control body should be notified as soon as possible.",0,4_UK_DocF_V1_Ventilation,
A unit that contains both living accommodation and space for commercial purposes (e.g. for a workshop or office) should be treated as a dwelling if the commercial part can be reverted to domestic use.,0,7_UK_DocF_V1_Ventilation,
Combustion appliances must operate safely whether or not fans are running.,0,11_UK_DocF_V1_Ventilation,
There shall be adequate means of ventilation provided for people in the building.,0,15_UK_DocF_V1_Ventilation,
"Mechanical ventilation systems, including both continuous and intermittent mechanical ventilation, should be designed and installed to minimise noise.",0,21_UK_DocF_V1_Ventilation,
"Ensuring that equipment is appropriately and securely fixed, such as using resilient mountings where noise carried by the structure of the building could be a problem.",0,22_UK_DocF_V1_Ventilation,
"For mechanical ventilation systems, fan units should be appropriately sized so that fans operating in normal background ventilation mode are not overly noisy.",0,23_UK_DocF_V1_Ventilation,
Account should be taken of outside noise when considering whether openable windows are appropriate for purge ventilation.,0,24_UK_DocF_V1_Ventilation,
Other ventilation systems may be acceptable if they can be shown to meet an equal level of performance.,0,30_UK_DocF_V1_Ventilation,
The cooker hood should span at least the full width of the cooker.,0,36_UK_DocF_V1_Ventilation,
"If the dwelling only has one habitable room, a minimum ventilation rate of 13l/s should be used.",0,43_UK_DocF_V1_Ventilation,
A system for purge ventilation should be provided in each habitable room.,0,46_UK_DocF_V1_Ventilation,
Purge ventilation should be capable of extracting at least four air changes per hour per room directly to the outside.,0,47_UK_DocF_V1_Ventilation,
 Hinged or pivot windows with an opening angle of less than 15 degrees are not suitable for purge ventilation.,0,53_UK_DocF_V1_Ventilation,
The air flow resistance of all components should be considered when specifying ventilation systems.,0,55_UK_DocF_V1_Ventilation,
Background ventilators should meet the performance standards for both of the following: a. air flow from outside to inside the dwelling; b. air flow from inside the dwelling to outside.,0,58_UK_DocF_V1_Ventilation,
Ventilation should be controllable.,0,63_UK_DocF_V1_Ventilation,
"Background ventilators should be at least 1700mm above floor level, to reduce cold draughts, but still be easy for the occupant to reach.",0,64_UK_DocF_V1_Ventilation,
Continuously running fans should be set up to operate without occupant intervention but may have manual or automatic controls for selecting the high rate of operation.,0,65_UK_DocF_V1_Ventilation,
"Any manual high rate controls should be provided locally to the spaces being served, e.g. bathrooms and kitchens.",0,66_UK_DocF_V1_Ventilation,
The part of the dwelling above ground level should be considered separately.,0,71_UK_DocF_V1_Ventilation,
The basement should be treated separately as a single-storey dwelling above ground level.,0,72_UK_DocF_V1_Ventilation,
"If the basement has no bedrooms, it should be treated as having one bedroom when calculating the ventilation required for the purposes of meeting the ventilation standards.",0,73_UK_DocF_V1_Ventilation,
A dwelling that is only a basement should be treated as a single-storey dwelling above ground level.,0,74_UK_DocF_V1_Ventilation,
Intermittent extract fans should be fitted in all wet rooms.,0,82_UK_DocF_V1_Ventilation,
"In a room with no openable window, an intermittent extract fan should be provided with controls which continue to operate the fan for at least 15 minutes after the room is vacated.",0,83_UK_DocF_V1_Ventilation,
"If the dwelling has more than one exposed facade, the area of background ventilators on each faade should be similar, to allow cross-ventilation.",0,85_UK_DocF_V1_Ventilation,
"If an exposed facade is close to an area of sustained and loud noise (e.g. a main road), then a noise-attenuating background ventilator should be fitted.",0,86_UK_DocF_V1_Ventilation,
"If fans and background ventilators are fitted in the same room, they should be at least 500mm apart.",0,88_UK_DocF_V1_Ventilation,
The total number of ventilators installed in the dwellings habitable rooms and kitchens should be at least the following: Five ventilators if the dwelling has more than one bedroom.,0,89_UK_DocF_V1_Ventilation,
"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than three ventilators of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",0,94_UK_DocF_V1_Ventilation,
"The total number of ventilators installed in a dwellings habitable rooms and kitchens should be no fewer than five, except in one bedroom properties, where there should be no fewer than four.",0,96_UK_DocF_V1_Ventilation,
"If an exhaust air terminal is located on a facade that is exposed to the prevailing wind, measures should be taken to minimise likely wind effects.",0,100_UK_DocF_V1_Ventilation,
The total supply air flow should be distributed proportionately to the volume of each habitable room.,0,105_UK_DocF_V1_Ventilation,
Mechanical supply terminals should be located and directed to avoid draughts.,0,106_UK_DocF_V1_Ventilation,
Mechanical ventilation with heat recovery systems should be designed to avoid the moist air from the wet rooms recirculating to the habitable rooms.,0,107_UK_DocF_V1_Ventilation,
Adequate space should be available for access to maintain ventilation equipment.,0,110_UK_DocF_V1_Ventilation,
Rigid ducts should be used wherever possible.,0,111_UK_DocF_V1_Ventilation,
Any flexible ducts should be installed so that the full internal diameter is maintained and flow resistance is minimised.,0,113_UK_DocF_V1_Ventilation,
Each air terminal should have a free area of at least 90 of the free area of its associated duct.,0,115_UK_DocF_V1_Ventilation,
 Duct connections should be both mechanically secured and adequately sealed to prevent leaks.,0,116_UK_DocF_V1_Ventilation,
Rigid connectors and jubilee clips should be used for flexible ducting to ensure a good seal.,0,117_UK_DocF_V1_Ventilation,
Ventilation intakes should be located away from the direct impact of the sources of local pollution.,0,124_UK_DocF_V1_Ventilation,
"Where there is a prevailing wind direction, exhaust outlets should be downwind of intakes.",0,130_UK_DocF_V1_Ventilation,
NOTE: Ventilation through infiltration should be considered to be part of the ventilation provision of a dwelling.,0,131_UK_DocF_V1_Ventilation,
"If the dwelling already has mechanical ventilation, the centralised system could be extended into the additional room.",0,155_UK_DocF_V1_Ventilation,
"The general ventilation rate for a new conservatory and, if necessary, adjoining rooms could be achieved using background ventilators.",0,160_UK_DocF_V1_Ventilation,
"Where building work is carried out in a kitchen or bathroom, any existing fans (including cooker hoods, where they extract to the outside) should be retained or replaced.",0,168_UK_DocF_V1_Ventilation,
Mechanical ventilation systems must be commissioned to provide adequate ventilation.,0,180_UK_DocF_V1_Ventilation,
A commissioning notice must be given to the building control body.,0,181_UK_DocF_V1_Ventilation,
Air flow rates for mechanical ventilation in new dwellings must be measured.,0,182_UK_DocF_V1_Ventilation,
A notice of the measured air flow rates must be given to the building control body.,0,183_UK_DocF_V1_Ventilation,
The actual equivalent area and location of installed background ventilators should be recorded.,0,189_UK_DocF_V1_Ventilation,
The quality of the installation of the ventilator product should be checked to ensure it is correctly mounted within the wall or window aperture.,0,191_UK_DocF_V1_Ventilation,
"For continuous mechanical ventilation systems, such as continuous mechanical extract ventilation or mechanical ventilation with heat recovery, the system should be balanced to achieve design air flow rates at each room terminal.",0,192_UK_DocF_V1_Ventilation,
The fan speed should be set to achieve the desired continuous flow rate.,0,197_UK_DocF_V1_Ventilation,
The index terminal flow rate should be set with the terminal fully open and all other terminals should be adjusted to achieve the required flows at each terminal.,0,198_UK_DocF_V1_Ventilation,
"If the total flow rate cannot be achieved through all the terminals, then the fan speed should be increased.",0,199_UK_DocF_V1_Ventilation,
"If all the terminals have to be set to a significantly closed position to achieve the required air flow rate, then the fan speed should be reduced and the terminals rebalanced.",0,200_UK_DocF_V1_Ventilation,
The fan should be set at a speed that will approximately achieve the desired continuous flow rate.,0,201_UK_DocF_V1_Ventilation,
The index terminal flow rate should be set with the terminal fully open and all other terminals should be adjusted to achieve the required flows at each terminal.,0,202_UK_DocF_V1_Ventilation,
"If the index terminal has to be set to a significantly closed position to achieve the required air flow rate, then the fan speed should be reduced and the terminals rebalanced.",0,203_UK_DocF_V1_Ventilation,
The fan speed should be set to achieve the desired continuous flow rate.,0,205_UK_DocF_V1_Ventilation,
The index terminal flow rate should be set with the terminal fully open and all other terminals should be adjusted to achieve the required flow rates at each terminal.,0,206_UK_DocF_V1_Ventilation,
"For fixed terminals with automatic flow adjustment at the fan unit, the fan speed should be set to achieve the desired continuous flow rate.",0,208_UK_DocF_V1_Ventilation,
4.9  The air flow rate of all mechanical ventilation fans should be tested.,0,210_UK_DocF_V1_Ventilation,
The correct operation of each control function should be tested where it is practical.,0,218_UK_DocF_V1_Ventilation,
controls should be inspected to ensure that the following have been achieved.,0,220_UK_DocF_V1_Ventilation,
That background ventilators allow fresh air into the home and should be left open.,0,228_UK_DocF_V1_Ventilation,
Purge ventilation may be provided by natural means (e.g. an openable window) or mechanical means (e.g. a fan).,0,243_UK_DocF_V1_Ventilation,
All three parts of the installation and commissioning checklist should be completed.,0,262_UK_DocF_V1_Ventilation,
The three-part form should be completed for each installation address.,0,264_UK_DocF_V1_Ventilation,
"A copy should be submitted to the building control body as evidence that the system has been correctly installed, inspected and commissioned.",0,265_UK_DocF_V1_Ventilation,
Table 0.1  Residential buildings within the scope of this approved document Shared communal rooms and common spaces.,0,1_UK_DocO_Overheating,
0.4  Shared communal rooms and common spaces of buildings containing more than one residential unit fall within the scope of this approved document.,0,2_UK_DocO_Overheating,
"A unit that contains both living accommodation and space for commercial purposes (e.g. as aworkshop or office) should be treated as a residential building, as long as the commercial part canrevert to residential use.",1,3_UK_DocO_Overheating,
What constitutes a substantial proportion should be assessed on a case-by-case basis by the building control body.,0,5_UK_DocO_Overheating,
Alternative approaches are possible but they should be discussed and agreed with a building control body before building work starts.,0,6_UK_DocO_Overheating,
"The legal requirements of the Building Regulations must be met, regardless of whether the guidance in this approved document is followed or alternative measures are taken.",0,7_UK_DocO_Overheating,
"If alternative ways of mitigating overheating are adopted, the overall level of overheating risk reduction should not be lower than the approved document provides.",0,8_UK_DocO_Overheating,
"Interaction with Part F.0.13  This approved document, Approved Document O, includes guidance on providing means of removing excess heat from residential buildings.",0,9_UK_DocO_Overheating,
"Where openings are used, the amount of ventilation for removing excess heat is likely to be higher than the purge ventilation required for Part F. The higher amount of ventilation applies  see Section 1 or Section 2 of this approved document, depending on the method of compliance.",0,10_UK_DocO_Overheating,
0.15  The guidance in Approved Document J should be followed when installing and testing ventilation appliances and combustion appliances must operate safely whether or not fans are running.,0,11_UK_DocO_Overheating,
Control of heat losses from pipework is dealt with under Part L of the Building Regulations and the guidance in Approved Document L should be followed.,0,12_UK_DocO_Overheating,
"Interaction with Part K and Part M.0.18  Where manual controls are provided, they should be within reasonable reach of the occupants, to comply with Approved Documents K and M. Interaction with Part K.0.19  This approved document, Approved Document O, gives guidance on increased levels of protection from falling from openings compared to Part K. Interaction with Part Q.",0,13_UK_DocO_Overheating,
"0.20 This approved document, Approved Document O, gives guidance on security considerations when providing large openings for removing excess heat.",0,14_UK_DocO_Overheating,
Limits on application.,0,15_UK_DocO_Overheating,
Requirement.,0,16_UK_DocO_Overheating,
O1 Overheating mitigation.,0,17_UK_DocO_Overheating,
"Reasonable provision must be made in respect of a dwelling, institution or any other building containing one or more rooms for residential purposes, other than a room in a hotel (residences) to (a) limit unwanted solar gains in summer; (b) provide an adequate means to remove heat from the indoor environment.",0,18_UK_DocO_Overheating,
"In meeting the obligations in paragraph (1) (a) account must be taken of the safety of any occupant, and their reasonable enjoyment of the residence; and(b)   mechanical cooling may only be used where insufficient heat is capable of being removed from the indoor environment without it.",0,19_UK_DocO_Overheating,
Providing an adequate means of removing excess heat from the indoor environment.,0,20_UK_DocO_Overheating,
"The simplified method for limiting solar gains and providing a means of removing excess heat, as set out in Section 1.",0,21_UK_DocO_Overheating,
Categorising residential buildings (simplified method).,0,22_UK_DocO_Overheating,
"For the simplified method, the strategy to reduce overheating risk should be selected according to the location of the new residential building and whether it has crossventilation, following paragraphs 1.3 to 1.5.",0,23_UK_DocO_Overheating,
"1.4  For the purposes of following the simplified method, it should be identified whether the dwellinghouse or each residential unit, shared communal room and common space is able to have cross-ventilation, i.e. it has openings on opposite façades.",0,24_UK_DocO_Overheating,
"Each residential unit, shared communal room and common space should be categorised separately.",1,25_UK_DocO_Overheating,
To provide an appropriate means of removing excess heat from the indoor environment  follow paragraphs 1.10 to 1.13.,0,26_UK_DocO_Overheating,
Limiting solar gains.,0,27_UK_DocO_Overheating,
"1.6  To limit solar gains, all of the following standards should be followed.",0,28_UK_DocO_Overheating,
This should be determined using the orientation of the faade that has the largest area of glazing.,0,29_UK_DocO_Overheating,
This should be determined using the orientation of the faade that has the largest area of glazing.,0,30_UK_DocO_Overheating,
1.7  Buildings or parts of buildings with crossventilation should not exceed the maximum glazing areas in Table 1.1.,0,31_UK_DocO_Overheating,
1.8  Buildings or parts of buildings with no crossventilation should not exceed the maximum glazing areas in Table 1.2.,0,32_UK_DocO_Overheating,
Shading should be provided by one of the following means.,0,33_UK_DocO_Overheating,
External shutters with means of ventilation.,0,34_UK_DocO_Overheating,
Removing excess heat.,0,35_UK_DocO_Overheating,
1.10  Buildings or parts of buildings with crossventilation should equal or exceed the minimum free areas in Table 1.3.,0,36_UK_DocO_Overheating,
1.11  Buildings or parts of buildings with no crossventilation should equal or exceed the minimum free areas in Table 1.4.,0,37_UK_DocO_Overheating,
1.12  Openings should be designed to achieve the free areas in paragraphs 1.10 and 1.11.,0,38_UK_DocO_Overheating,
The equivalent area of the opening should meet or exceed the free area of the opening.,1,39_UK_DocO_Overheating,
The equivalent area of the opening should be assessed by either of the following means.,0,40_UK_DocO_Overheating,
NOTE: A system for purge ventilation should be provided in each habitable room to demonstrate compliance with Part F of the Building Regulations.,0,41_UK_DocO_Overheating,
"When following this simplified method, applying the guidance in paragraphs 1.10 to 1.12 will usually result in free areas that exceed the free areas in Approved Document F, Volume 1: Dwellings.",0,42_UK_DocO_Overheating,
1.13  The simplified method is not suitable for buildings with more than one residential unit which use a communal heating or hot water system with significant amounts of horizontal heating or hot water distribution pipework.,0,43_UK_DocO_Overheating,
Main distribution routes should be through vertical risers to minimise heat gains into common spaces.,1,44_UK_DocO_Overheating,
Dynamic thermal modelling method.,0,45_UK_DocO_Overheating,
"2.3  To demonstrate compliance using the dynamic thermal modelling method, all of the following guidance should be followed.",0,46_UK_DocO_Overheating,
The building control body should be provided with a report that demonstrates that the residential building passes CIBSEs TM59 assessment of overheating.,1,47_UK_DocO_Overheating,
These limits should be applied when following the guidance in CIBSEs TM59.,0,48_UK_DocO_Overheating,
"When a room is occupied during the day (8am to 11pm), openings should be modelled to do all of the following.",0,49_UK_DocO_Overheating,
Start to open when the internal temperature exceeds 22C.,0,50_UK_DocO_Overheating,
Be fully open when the internal temperature exceeds 26C.,0,51_UK_DocO_Overheating,
"At night (11pm to 8am), openings should be modelled as fully open if both of the following apply.",0,52_UK_DocO_Overheating,
The internal temperature exceeds 23C at 11pm.,1,53_UK_DocO_Overheating,
"In the day, windows, patio doors and balcony doors should be modelled as open, if this can be done securely, following the guidance in paragraph 3.7 below.",0,54_UK_DocO_Overheating,
"At night, windows, patio doors and balcony doors should be modelled as closed.",1,55_UK_DocO_Overheating,
"An entrance door should be included, which should be shut all the time.",1,56_UK_DocO_Overheating,
Acceptable strategies for reducing overheating risk.,0,57_UK_DocO_Overheating,
Limiting solar gains.,0,58_UK_DocO_Overheating,
2.7  Solar gains in summer should be limited by any of the following means.,0,59_UK_DocO_Overheating,
Removing excess heat.,0,60_UK_DocO_Overheating,
2.10  Excess heat should be removed from the residential building by any of the following means.,0,61_UK_DocO_Overheating,
d.  A mechanical cooling system.,0,62_UK_DocO_Overheating,
The building should be constructed to meet requirement O1 using passive means as far as reasonably practicable.,1,63_UK_DocO_Overheating,
It should be demonstrated to the building control body that all practicable passive means of limiting unwanted solar gains and removing excess heat have been used first before adopting mechanical cooling.,0,64_UK_DocO_Overheating,
NOTE: Any method to reduce overheating risk in residential buildings must comply with all other parts of the Building Regulations.,1,65_UK_DocO_Overheating,
"Particular attention should be paid to the requirements of Part F and the guidance in Approved Document F, Volume 1: Dwellings on noise and maintenance.",0,66_UK_DocO_Overheating,
NOTE: A system for purge ventilation should be provided in each habitable room to demonstrate compliance with Part F of the Building Regulations.,1,67_UK_DocO_Overheating,
"The guidance in Section 1 of Approved Document F, Volume 1: Dwellings should be followed for the minimum standards for purge ventilation.",0,68_UK_DocO_Overheating,
"A larger amount of purge ventilation may be required than that in Approved Document F, Volume 1: Dwellings in order to satisfy requirement O1 on providing an adequate means to remove excess heat from the indoor environment.",0,69_UK_DocO_Overheating,
Limits on application.,0,70_UK_DocO_Overheating,
Requirement.,0,71_UK_DocO_Overheating,
O1 Overheating mitigation.,0,72_UK_DocO_Overheating,
"Reasonable provision must be made in respect of a dwelling, institution or any other building containing one or more rooms for residential purposes, other than a room in a hotel (residences) to (a) limit unwanted solar gains in summer; (b) provide an adequate means to remove heat from the indoor environment.",0,73_UK_DocO_Overheating,
"(2) In meeting the obligations in paragraph (1)(a) account must be taken of the safety of any occupant, and their reasonable enjoyment of the residence; and(b) mechanical cooling may only be used where insufficient heat is capable of being removed from the indoor environment without it.",0,74_UK_DocO_Overheating,
"In such cases, dynamic thermal modelling should be used.",0,75_UK_DocO_Overheating,
3.3  Windows are likely to be closed during sleeping hours if noise within bedrooms exceeds the following limits.,0,76_UK_DocO_Overheating,
"55dB LAFmax, more than 10 times a night (between 11pm and 7am).",0,77_UK_DocO_Overheating,
"Where in-situ noise measurements are used as evidence that these limits are not exceeded, measurements should be taken in accordance with the Association of Noise Consultants Measurement of Sound Levels in Buildings with the overheating mitigation strategy in use.",0,78_UK_DocO_Overheating,
Pollution.,0,79_UK_DocO_Overheating,
Buildings located near to significant local pollution sources should be designed to minimise the intake of external air pollutants.,1,80_UK_DocO_Overheating,
Security.,0,81_UK_DocO_Overheating,
"When determining the free area available for ventilation during sleeping hours, only the proportion of openings that can be opened securely should be considered to provide useful ventilation.",1,82_UK_DocO_Overheating,
Only the proportion of openings which can be opened with a very low risk of occupants falling from height should be considered to form part of the overheating mitigation strategy.,1,83_UK_DocO_Overheating,
Window handles on windows that open outwards are not more than 650mm from the inside face of the wall when the window is at its maximum openable angle.,1,84_UK_DocO_Overheating,
Guarding should be sized to prevent the passage of a 100mm sphere.,1,85_UK_DocO_Overheating,
"3.10  Guarding for large openings could include, but is not limited to, either of the following.",0,86_UK_DocO_Overheating,
Any looped cords must be fitted with child safety devices.,1,87_UK_DocO_Overheating,
"(2)   The person carrying out the work must, not later than five days after the work has been completed, give sufficient information to the owner about the provision made in accordance with Part O so that the systems in place further to Part O can be operated in such a manner as to protect against overheating.",0,88_UK_DocO_Overheating,
Intention.,0,89_UK_DocO_Overheating,
"When a new residential building is erected, information about the building must be given to the owner of the building to allow them to use the overheating mitigation strategy effectively.",1,90_UK_DocO_Overheating,
Section 4: Providing information.,0,91_UK_DocO_Overheating,
Sufficient information about the overheating mitigation strategy and its maintenance requirements must be given to owners so that it can be used effectively.,1,92_UK_DocO_Overheating,
"The information should be provided in a clear manner, for a non-technical audience.",1,93_UK_DocO_Overheating,
"The following information should be provided, where relevant.",0,94_UK_DocO_Overheating,
The time of day that different parts of the strategy should be used.,0,95_UK_DocO_Overheating,
"For example, the shutters should be used in the day and the windows opened only when it is cooler outside.",1,96_UK_DocO_Overheating,
e.  The time of year when the strategy should be used.,0,97_UK_DocO_Overheating,
Home User Guide.,0,98_UK_DocO_Overheating,
"4.3 A Home User Guide should be provided for new dwellings as described in Section 9 of Approved Document L, Volume 1: Dwellings.",0,99_UK_DocO_Overheating,
The information in paragraph 4.2 should be provided in this section of the Home User Guide.,0,100_UK_DocO_Overheating,
"Where the system provides more than one function, the owner should be informed of each separate function.",0,101_UK_DocO_Overheating,
